ID,Symbol,Security,Wikipedia_URL,Cluster,X,Y
281,LHX,L3Harris,https://en.wikipedia.org/wiki/L3Harris,10,1.2907563,1.7430747
282,LH,Labcorp,https://en.wikipedia.org/wiki/Labcorp,9,1.8291754,0.17181914
283,LRCX,Lam Research,https://en.wikipedia.org/wiki/Lam_Research,-1,0.43740392,0.46058434
284,LW,Lamb Weston,https://en.wikipedia.org/wiki/Lamb_Weston,2,2.9796176,3.7724006
285,LVS,Las Vegas Sands,https://en.wikipedia.org/wiki/Las_Vegas_Sands,6,-0.46938276,4.824893
286,LDOS,Leidos,https://en.wikipedia.org/wiki/Leidos,10,1.7171421,1.6225622
287,LEN,Lennar,https://en.wikipedia.org/wiki/Lennar,6,0.7891106,4.0380554
288,LII,Lennox International,https://en.wikipedia.org/wiki/Lennox_International,-1,2.0441046,2.000643
289,LLY,Lilly (Eli),https://en.wikipedia.org/wiki/Eli_Lilly_and_Company,9,2.3265305,0.08894458
290,LIN,Linde plc,https://en.wikipedia.org/wiki/Linde_plc,-1,3.9102633,2.4354436
291,LYV,Live Nation Entertainment,https://en.wikipedia.org/wiki/Live_Nation_Entertainment,6,0.60184216,3.8539104
292,LKQ,LKQ Corporation,https://en.wikipedia.org/wiki/LKQ_Corporation,0,0.96520424,0.58986014
293,LMT,Lockheed Martin,https://en.wikipedia.org/wiki/Lockheed_Martin,10,1.6745329,1.8111655
294,L,Loews Corporation,https://en.wikipedia.org/wiki/Loews_Corporation,6,0.18255408,4.253978
295,LOW,Lowe's,https://en.wikipedia.org/wiki/Lowe%27s,0,1.4357259,3.7087703
296,LULU,Lululemon Athletica,https://en.wikipedia.org/wiki/Lululemon,0,1.0913868,3.3167787
297,LYB,LyondellBasell,https://en.wikipedia.org/wiki/LyondellBasell,-1,4.494479,2.8612173
298,MTB,M&T Bank,https://en.wikipedia.org/wiki/M%26T_Bank,14,1.9409597,7.455911
299,MPC,Marathon Petroleum,https://en.wikipedia.org/wiki/Marathon_Petroleum,12,5.3306236,2.650898
300,MAR,Marriott International,https://en.wikipedia.org/wiki/Marriott_International,6,-0.28469026,5.005186
301,MMC,Marsh McLennan,https://en.wikipedia.org/wiki/Marsh_McLennan,15,1.9771314,6.1530814
302,MLM,Martin Marietta Materials,https://en.wikipedia.org/wiki/Martin_Marietta_Materials,4,2.8596404,2.620534
303,MAS,Masco,https://en.wikipedia.org/wiki/Masco,4,2.7137508,3.6131022
304,MA,Mastercard,https://en.wikipedia.org/wiki/Mastercard,13,0.53181356,5.123313
305,MTCH,Match Group,https://en.wikipedia.org/wiki/Match_Group,6,-0.46883535,4.4300165
306,MKC,McCormick & Company,https://en.wikipedia.org/wiki/McCormick_%26_Company,2,3.0714078,3.8167365
307,MCD,McDonald's,https://en.wikipedia.org/wiki/McDonald%27s,2,3.2111278,3.9298835
308,MCK,McKesson Corporation,https://en.wikipedia.org/wiki/McKesson_Corporation,8,3.008865,4.5574627
309,MDT,Medtronic,https://en.wikipedia.org/wiki/Medtronic,9,1.5219425,0.8076092
310,MRK,Merck & Co.,https://en.wikipedia.org/wiki/Merck_%26_Co.,9,2.5898147,-0.20901647
311,META,Meta Platforms,https://en.wikipedia.org/wiki/Meta_Platforms,21,-1.1390574,2.456805
312,MET,MetLife,https://en.wikipedia.org/wiki/MetLife,15,2.8378296,5.994129
313,MTD,Mettler Toledo,https://en.wikipedia.org/wiki/Mettler_Toledo,-1,1.165644,0.5791138
314,MGM,MGM Resorts,https://en.wikipedia.org/wiki/MGM_Resorts,6,-0.4739252,5.144243
315,MCHP,Microchip Technology,https://en.wikipedia.org/wiki/Microchip_Technology,19,-0.48484132,1.1349444
316,MU,Micron Technology,https://en.wikipedia.org/wiki/Micron_Technology,19,-0.4996693,1.0480528
317,MSFT,Microsoft,https://en.wikipedia.org/wiki/Microsoft,21,-1.0315866,2.1430957
318,MAA,Mid-America Apartment Communities,https://en.wikipedia.org/wiki/Mid-America_Apartment_Communities,6,-1.2789254,5.8783407
319,MRNA,Moderna,https://en.wikipedia.org/wiki/Moderna,9,2.1516793,-0.5871804
320,MHK,Mohawk Industries,https://en.wikipedia.org/wiki/Mohawk_Industries,4,2.779636,3.224571
321,MOH,Molina Healthcare,https://en.wikipedia.org/wiki/Molina_Healthcare,8,3.186507,5.3296223
322,TAP,Molson Coors Beverage Company,https://en.wikipedia.org/wiki/Molson_Coors,1,4.275622,4.0476
323,MDLZ,Mondelez International,https://en.wikipedia.org/wiki/Mondelez_International,2,3.4359508,3.7097316
324,MPWR,Monolithic Power Systems,https://en.wikipedia.org/wiki/Monolithic_Power_Systems,19,-0.40368232,1.0587488
325,MNST,Monster Beverage,https://en.wikipedia.org/wiki/Monster_Beverage,1,4.3977923,4.2453055
326,MCO,Moody's Corporation,https://en.wikipedia.org/wiki/Moody%27s_Corporation,14,1.0263013,6.4048476
327,MS,Morgan Stanley,https://en.wikipedia.org/wiki/Morgan_Stanley,14,1.4031353,6.6698313
328,MOS,Mosaic Company (The),https://en.wikipedia.org/wiki/The_Mosaic_Company,4,3.0450742,2.9291174
329,MSI,Motorola Solutions,https://en.wikipedia.org/wiki/Motorola_Solutions,-1,-0.43800038,1.3490068
330,MSCI,MSCI Inc.,https://en.wikipedia.org/wiki/MSCI,14,0.78331393,5.9610906
331,NDAQ,"Nasdaq, Inc.","https://en.wikipedia.org/wiki/Nasdaq,_Inc.",3,0.44947702,5.4169703
332,NTAP,NetApp,https://en.wikipedia.org/wiki/NetApp,21,-0.27665246,2.7205718
333,NFLX,Netflix,"https://en.wikipedia.org/wiki/Netflix,_Inc.",5,-0.85579056,3.5901413
334,NEM,Newmont,https://en.wikipedia.org/wiki/Newmont,4,-0.05051264,4.3642797
335,NWSA,News Corp (Class A),https://en.wikipedia.org/wiki/News_Corp,5,-0.69811577,4.158468
336,NWS,News Corp (Class B),https://en.wikipedia.org/wiki/News_Corp,5,-0.83559495,4.034263
337,NEE,NextEra Energy,https://en.wikipedia.org/wiki/NextEra_Energy,12,5.7678795,1.108809
338,NKE,"Nike, Inc.","https://en.wikipedia.org/wiki/Nike,_Inc.",-1,-0.01968228,2.3986964
339,NI,NiSource,https://en.wikipedia.org/wiki/NiSource,12,5.8502426,1.463549
340,NDSN,Nordson Corporation,https://en.wikipedia.org/wiki/Nordson_Corporation,19,1.267046,1.729554
341,NSC,Norfolk Southern,https://en.wikipedia.org/wiki/Norfolk_Southern_Railway,-1,1.2473247,4.623833
342,NTRS,Northern Trust,https://en.wikipedia.org/wiki/Northern_Trust,14,2.0440931,7.3453584
343,NOC,Northrop Grumman,https://en.wikipedia.org/wiki/Northrop_Grumman,10,1.5866815,2.173197
344,NCLH,Norwegian Cruise Line Holdings,https://en.wikipedia.org/wiki/Norwegian_Cruise_Line_Holdings,6,0.6520883,4.6055527
345,NRG,NRG Energy,https://en.wikipedia.org/wiki/NRG_Energy,12,5.9688387,1.4287767
346,NUE,Nucor,https://en.wikipedia.org/wiki/Nucor,4,2.4115512,3.2233405
347,NVDA,Nvidia,https://en.wikipedia.org/wiki/Nvidia,-1,-0.5994657,2.3829668
348,NVR,"NVR, Inc.","https://en.wikipedia.org/wiki/NVR,_Inc.",6,-0.20563793,5.2162905
349,NXPI,NXP Semiconductors,https://en.wikipedia.org/wiki/NXP_Semiconductors,19,-0.039120633,1.2655641
350,ORLY,O’Reilly Automotive,https://en.wikipedia.org/wiki/O%27Reilly_Auto_Parts,0,1.3146608,3.8878999
351,OXY,Occidental Petroleum,https://en.wikipedia.org/wiki/Occidental_Petroleum,12,5.509921,2.7941656
352,ODFL,Old Dominion,https://en.wikipedia.org/wiki/Old_Dominion_Freight_Line,0,1.6405042,4.4529033
353,OMC,Omnicom Group,https://en.wikipedia.org/wiki/Omnicom_Group,5,-0.48136294,4.267402
354,ON,ON Semiconductor,https://en.wikipedia.org/wiki/Onsemi,19,-0.07367212,0.9154473
355,OKE,Oneok,https://en.wikipedia.org/wiki/Oneok,12,5.3247433,2.5147815
356,ORCL,Oracle Corporation,https://en.wikipedia.org/wiki/Oracle_Corporation,21,-0.6435627,1.9370536
357,OTIS,Otis Worldwide,https://en.wikipedia.org/wiki/Otis_Worldwide,10,3.7922697,1.6523241
358,PCAR,Paccar,https://en.wikipedia.org/wiki/Paccar,10,3.2401752,2.245634
359,PKG,Packaging Corporation of America,https://en.wikipedia.org/wiki/Packaging_Corporation_of_America,7,3.364586,2.5343387
360,PLTR,Palantir Technologies,https://en.wikipedia.org/wiki/Palantir_Technologies,17,0.6315118,2.56324
361,PANW,Palo Alto Networks,https://en.wikipedia.org/wiki/Palo_Alto_Networks,21,-0.2904606,2.5244887
362,PSKY,Paramount Skydance Corporation,https://en.wikipedia.org/wiki/Paramount_Skydance,5,-1.14639,3.8577
363,PH,Parker Hannifin,https://en.wikipedia.org/wiki/Parker_Hannifin,-1,3.715024,1.9493058
364,PAYX,Paychex,https://en.wikipedia.org/wiki/Paychex,13,0.5035152,3.5807493
365,PAYC,Paycom,https://en.wikipedia.org/wiki/Paycom,13,0.3282516,3.5847697
366,PYPL,PayPal,https://en.wikipedia.org/wiki/PayPal,13,0.49146855,4.554354
367,PNR,Pentair,https://en.wikipedia.org/wiki/Pentair,-1,3.789831,1.941157
368,PEP,PepsiCo,https://en.wikipedia.org/wiki/PepsiCo,1,4.441834,3.6438773
369,PFE,Pfizer,https://en.wikipedia.org/wiki/Pfizer,9,2.7608223,0.012665884
370,PCG,PG&E Corporation,https://en.wikipedia.org/wiki/PG%26E,12,5.0484743,1.5470064
371,PM,Philip Morris International,https://en.wikipedia.org/wiki/Philip_Morris_International,7,3.3789809,2.705676
372,PSX,Phillips 66,https://en.wikipedia.org/wiki/Phillips_66,12,5.2617545,3.1397252
373,PNW,Pinnacle West Capital,https://en.wikipedia.org/wiki/Pinnacle_West_Capital,12,4.7559433,1.6464261
374,PNC,PNC Financial Services,https://en.wikipedia.org/wiki/PNC_Financial_Services,14,2.2570307,7.101926
375,POOL,Pool Corporation,https://en.wikipedia.org/wiki/Pool_Corporation,-1,3.749415,1.8228331
376,PPG,PPG Industries,https://en.wikipedia.org/wiki/PPG_Industries,-1,4.1111255,2.6449993
377,PPL,PPL Corporation,https://en.wikipedia.org/wiki/PPL_Corporation,12,4.6458306,1.8442056
378,PFG,Principal Financial Group,https://en.wikipedia.org/wiki/Principal_Financial_Group,-1,1.9521942,5.896055
379,PG,Procter & Gamble,https://en.wikipedia.org/wiki/Procter_%26_Gamble,-1,4.2281947,3.2967606
380,PGR,Progressive Corporation,https://en.wikipedia.org/wiki/Progressive_Corporation,15,3.4048698,6.4003687
381,PLD,Prologis,https://en.wikipedia.org/wiki/Prologis,6,-0.50749964,6.539163
382,PRU,Prudential Financial,https://en.wikipedia.org/wiki/Prudential_Financial,16,2.1797106,6.480372
383,PEG,Public Service Enterprise Group,https://en.wikipedia.org/wiki/Public_Service_Enterprise_Group,12,4.9676943,1.5117013
384,PTC,PTC Inc.,https://en.wikipedia.org/wiki/PTC_(software_company),17,0.8040265,2.4990427
385,PSA,Public Storage,https://en.wikipedia.org/wiki/Public_Storage,6,-0.49921358,6.5401206
386,PHM,PulteGroup,https://en.wikipedia.org/wiki/PulteGroup,-1,2.613888,3.0711093
387,PWR,Quanta Services,https://en.wikipedia.org/wiki/Quanta_Services,12,4.701754,1.0686647
388,QCOM,Qualcomm,https://en.wikipedia.org/wiki/Qualcomm,-1,-0.7251035,1.5589203
389,DGX,Quest Diagnostics,https://en.wikipedia.org/wiki/Quest_Diagnostics,9,1.7753316,0.490848
390,RL,Ralph Lauren Corporation,https://en.wikipedia.org/wiki/Ralph_Lauren_Corporation,0,1.5639508,3.2753193
391,RJF,Raymond James Financial,https://en.wikipedia.org/wiki/Raymond_James_Financial,16,1.6321013,5.978379
392,RTX,RTX Corporation,https://en.wikipedia.org/wiki/RTX_Corporation,17,1.2238954,2.1560247
393,O,Realty Income,https://en.wikipedia.org/wiki/Realty_Income,6,-0.7115007,6.1656036
394,REG,Regency Centers,https://en.wikipedia.org/wiki/Regency_Centers,6,-0.41228855,6.5580997
395,REGN,Regeneron Pharmaceuticals,https://en.wikipedia.org/wiki/Regeneron_Pharmaceuticals,9,2.1004415,-0.5234322
396,RF,Regions Financial Corporation,https://en.wikipedia.org/wiki/Regions_Financial_Corporation,14,2.1588807,7.394094
397,RSG,Republic Services,https://en.wikipedia.org/wiki/Republic_Services,11,3.7055545,1.2239742
398,RMD,ResMed,https://en.wikipedia.org/wiki/ResMed,9,1.8014127,0.22209957
399,RVTY,Revvity,https://en.wikipedia.org/wiki/Revvity,9,2.2510073,-0.2547969
400,HOOD,Robinhood Markets,https://en.wikipedia.org/wiki/Robinhood_Markets,3,0.8427717,5.554133
401,ROK,Rockwell Automation,https://en.wikipedia.org/wiki/Rockwell_Automation,10,2.6895869,1.5214384
402,ROL,"Rollins, Inc.","https://en.wikipedia.org/wiki/Rollins,_Inc.",10,3.1896079,1.3122745
403,ROP,Roper Technologies,https://en.wikipedia.org/wiki/Roper_Technologies,3,0.92571944,5.582315
404,ROST,Ross Stores,https://en.wikipedia.org/wiki/Ross_Stores,0,1.8392861,3.9269433
405,RCL,Royal Caribbean Group,https://en.wikipedia.org/wiki/Royal_Caribbean_Group,6,0.8299478,4.8563576
406,SPGI,S&P Global,https://en.wikipedia.org/wiki/S%26P_Global,14,1.4716102,6.238148
407,CRM,Salesforce,https://en.wikipedia.org/wiki/Salesforce,21,-0.49024567,2.7566218
408,SBAC,SBA Communications,https://en.wikipedia.org/wiki/SBA_Communications,6,-1.3111078,5.549216
409,SLB,Schlumberger,https://en.wikipedia.org/wiki/Schlumberger,-1,4.5742183,3.123967
410,STX,Seagate Technology,https://en.wikipedia.org/wiki/Seagate_Technology,-1,0.15413387,2.50471
411,SRE,Sempra,https://en.wikipedia.org/wiki/Sempra,12,5.1485977,1.2228816
412,NOW,ServiceNow,https://en.wikipedia.org/wiki/ServiceNow,21,-0.42561457,3.1707413
413,SHW,Sherwin-Williams,https://en.wikipedia.org/wiki/Sherwin-Williams,11,3.9126935,1.8520442
414,SPG,Simon Property Group,https://en.wikipedia.org/wiki/Simon_Property_Group,6,-0.60529995,6.540402
415,SWKS,Skyworks Solutions,https://en.wikipedia.org/wiki/Skyworks_Solutions,19,0.4778966,0.6541148
416,SJM,J.M. Smucker Company (The),https://en.wikipedia.org/wiki/The_J.M._Smucker_Company,2,3.441575,3.9482286
417,SW,Smurfit Westrock,https://en.wikipedia.org/wiki/Smurfit_Westrock,7,2.9390228,1.7367367
418,SNA,Snap-on,https://en.wikipedia.org/wiki/Snap-on,10,1.9628388,1.8361682
419,SOLV,Solventum,https://en.wikipedia.org/wiki/Solventum,8,2.8649564,3.274306
420,SO,Southern Company,https://en.wikipedia.org/wiki/Southern_Company,12,5.1203127,1.4338746
421,LUV,Southwest Airlines,https://en.wikipedia.org/wiki/Southwest_Airlines,0,1.7262278,4.460454
422,SWK,Stanley Black & Decker,https://en.wikipedia.org/wiki/Stanley_Black_%26_Decker,-1,2.3322365,2.8345826
423,SBUX,Starbucks,https://en.wikipedia.org/wiki/Starbucks,1,4.2469954,4.1380534
424,STT,State Street Corporation,https://en.wikipedia.org/wiki/State_Street_Corporation,14,1.532462,7.003276
425,STLD,Steel Dynamics,https://en.wikipedia.org/wiki/Steel_Dynamics,4,2.8798769,2.0328932
426,STE,Steris,https://en.wikipedia.org/wiki/Steris,9,1.4959371,0.6456806
427,SYK,Stryker Corporation,https://en.wikipedia.org/wiki/Stryker_Corporation,9,1.306518,0.5077451
428,SMCI,Supermicro,https://en.wikipedia.org/wiki/Supermicro,19,-0.3442171,0.9639527
429,SYF,Synchrony Financial,https://en.wikipedia.org/wiki/Synchrony_Financial,14,2.0630968,6.656905
430,SNPS,Synopsys,https://en.wikipedia.org/wiki/Synopsys,19,0.12589748,0.9975882
431,SYY,Sysco,https://en.wikipedia.org/wiki/Sysco,0,2.4980261,4.1767807
432,TMUS,T-Mobile US,https://en.wikipedia.org/wiki/T-Mobile_US,5,-1.1921375,3.2280343
433,TROW,T. Rowe Price,https://en.wikipedia.org/wiki/T._Rowe_Price,16,1.2888917,5.9423876
434,TTWO,Take-Two Interactive,https://en.wikipedia.org/wiki/Take-Two_Interactive,17,0.5558415,2.0178535
435,TPR,"Tapestry, Inc.","https://en.wikipedia.org/wiki/Tapestry,_Inc.",0,1.3034587,2.9151974
436,TRGP,Targa Resources,https://en.wikipedia.org/wiki/Targa_Resources,12,5.648744,2.1161308
437,TGT,Target Corporation,https://en.wikipedia.org/wiki/Target_Corporation,0,2.0388815,3.3475335
438,TEL,TE Connectivity,https://en.wikipedia.org/wiki/TE_Connectivity,17,0.4908778,2.27091
439,TDY,Teledyne Technologies,https://en.wikipedia.org/wiki/Teledyne_Technologies,17,1.013233,1.9131781
440,TER,Teradyne,https://en.wikipedia.org/wiki/Teradyne,17,0.6040498,1.612849
441,TSLA,"Tesla, Inc.","https://en.wikipedia.org/wiki/Tesla,_Inc.",17,-0.18702595,1.866055
442,TXN,Texas Instruments,https://en.wikipedia.org/wiki/Texas_Instruments,17,0.21595329,1.7318565
443,TPL,Texas Pacific Land Corporation,https://en.wikipedia.org/wiki/Texas_Pacific_Land_Corporation,12,4.4273267,2.1438448
444,TXT,Textron,https://en.wikipedia.org/wiki/Textron,17,1.4841703,2.4835649
445,TMO,Thermo Fisher Scientific,https://en.wikipedia.org/wiki/Thermo_Fisher_Scientific,9,1.3110405,0.08664755
446,TJX,TJX Companies,https://en.wikipedia.org/wiki/TJX_Companies,0,1.5965029,3.1082878
447,TKO,TKO Group Holdings,https://en.wikipedia.org/wiki/TKO_Group_Holdings,0,1.285527,3.2946799
448,TTD,Trade Desk (The),https://en.wikipedia.org/wiki/The_Trade_Desk,17,0.6387586,2.34716
449,TSCO,Tractor Supply,https://en.wikipedia.org/wiki/Tractor_Supply,0,2.0298169,3.1002955
450,TT,Trane Technologies,https://en.wikipedia.org/wiki/Trane_Technologies,17,1.7104976,1.962322
451,TDG,TransDigm Group,https://en.wikipedia.org/wiki/TransDigm_Group,17,1.4767209,1.9786618
452,TRV,Travelers Companies (The),https://en.wikipedia.org/wiki/The_Travelers_Companies,15,3.1216474,6.4347897
453,TRMB,Trimble Inc.,https://en.wikipedia.org/wiki/Trimble_Inc.,17,0.8434519,1.5545686
454,TFC,Truist Financial,https://en.wikipedia.org/wiki/Truist_Financial,14,2.2314355,7.214811
455,TYL,Tyler Technologies,https://en.wikipedia.org/wiki/Tyler_Technologies,17,0.8986567,1.9965246
456,TSN,Tyson Foods,https://en.wikipedia.org/wiki/Tyson_Foods,2,3.289963,3.675625
457,USB,U.S. Bancorp,https://en.wikipedia.org/wiki/U.S._Bancorp,14,1.8879824,7.3955693
458,UBER,Uber,https://en.wikipedia.org/wiki/Uber,0,1.9190577,5.013688
459,UDR,"UDR, Inc.","https://en.wikipedia.org/wiki/UDR,_Inc.",6,-0.7198103,5.925568
460,ULTA,Ulta Beauty,https://en.wikipedia.org/wiki/Ulta_Beauty,0,1.7226244,3.9479733
461,UNP,Union Pacific Corporation,https://en.wikipedia.org/wiki/Union_Pacific_Corporation,12,4.533088,1.9358143
462,UAL,United Airlines Holdings,https://en.wikipedia.org/wiki/United_Airlines_Holdings,0,2.0198352,4.8914943
463,UPS,United Parcel Service,https://en.wikipedia.org/wiki/United_Parcel_Service,0,1.9898283,4.98702
464,URI,United Rentals,https://en.wikipedia.org/wiki/United_Rentals,0,1.8797078,4.9854283
465,UNH,UnitedHealth Group,https://en.wikipedia.org/wiki/UnitedHealth_Group,8,2.8123562,5.1737328
466,UHS,Universal Health Services,https://en.wikipedia.org/wiki/Universal_Health_Services,8,2.443441,5.085891
467,VLO,Valero Energy,https://en.wikipedia.org/wiki/Valero_Energy,12,6.027722,2.505003
468,VTR,Ventas,https://en.wikipedia.org/wiki/Ventas_(company),6,-0.5554087,5.7549562
469,VLTO,Veralto,https://en.wikipedia.org/wiki/Veralto,7,3.233109,1.2448972
470,VRSN,Verisign,https://en.wikipedia.org/wiki/Verisign,-1,0.5344798,4.102743
471,VRSK,Verisk Analytics,https://en.wikipedia.org/wiki/Verisk_Analytics,-1,0.017030967,3.9887319
472,VZ,Verizon,https://en.wikipedia.org/wiki/Verizon,5,-1.321451,3.3502567
473,VRTX,Vertex Pharmaceuticals,https://en.wikipedia.org/wiki/Vertex_Pharmaceuticals,9,2.5461805,-0.120136745
474,VTRS,Viatris,https://en.wikipedia.org/wiki/Viatris,9,2.7992153,0.35333005
475,VICI,Vici Properties,https://en.wikipedia.org/wiki/Vici_Properties,6,-0.45088807,5.3949456
476,V,Visa Inc.,https://en.wikipedia.org/wiki/Visa_Inc.,13,0.04124051,4.4755774
477,VST,Vistra Corp.,https://en.wikipedia.org/wiki/Vistra_Corp,12,6.105399,1.7548451
478,VMC,Vulcan Materials Company,https://en.wikipedia.org/wiki/Vulcan_Materials_Company,4,2.665792,3.0938296
479,WRB,W. R. Berkley Corporation,https://en.wikipedia.org/wiki/W._R._Berkley_Corporation,15,2.9172642,6.2597136
480,GWW,W. W. Grainger,https://en.wikipedia.org/wiki/W._W._Grainger,10,2.7462122,1.7318745
481,WAB,Wabtec,https://en.wikipedia.org/wiki/Wabtec,11,3.354911,1.3628542
482,WMT,Walmart,https://en.wikipedia.org/wiki/Walmart,0,2.2563903,3.9215899
483,DIS,Walt Disney Company (The),https://en.wikipedia.org/wiki/The_Walt_Disney_Company,5,-0.95180494,3.769416
484,WBD,Warner Bros. Discovery,https://en.wikipedia.org/wiki/Warner_Bros._Discovery,5,-0.807958,3.6579819
485,WM,Waste Management,"https://en.wikipedia.org/wiki/Waste_Management,_Inc.",11,3.759908,1.1061283
486,WAT,Waters Corporation,https://en.wikipedia.org/wiki/Waters_Corporation,7,3.2231042,0.9196877
487,WEC,WEC Energy Group,https://en.wikipedia.org/wiki/WEC_Energy_Group,12,4.8620505,1.1967386
488,WFC,Wells Fargo,https://en.wikipedia.org/wiki/Wells_Fargo,14,1.6509389,7.2294254
489,WELL,Welltower,https://en.wikipedia.org/wiki/Welltower,6,-0.74875,5.727274
490,WST,West Pharmaceutical Services,https://en.wikipedia.org/wiki/West_Pharmaceutical_Services,9,3.1556895,0.6390059
491,WDC,Western Digital,https://en.wikipedia.org/wiki/Western_Digital,-1,-0.5065048,2.9132566
492,WY,Weyerhaeuser,https://en.wikipedia.org/wiki/Weyerhaeuser,11,3.9056253,1.5680975
493,WSM,"Williams-Sonoma, Inc.","https://en.wikipedia.org/wiki/Williams-Sonoma,_Inc.",11,4.1797557,2.2658737
494,WMB,Williams Companies,https://en.wikipedia.org/wiki/Williams_Companies,-1,5.0238504,2.3187988
495,WTW,Willis Towers Watson,https://en.wikipedia.org/wiki/Willis_Towers_Watson,-1,0.42486766,6.088474
496,WDAY,"Workday, Inc.","https://en.wikipedia.org/wiki/Workday,_Inc.",21,-0.2809035,2.9930139
497,WYNN,Wynn Resorts,https://en.wikipedia.org/wiki/Wynn_Resorts,6,-0.43087658,4.833998
498,XEL,Xcel Energy,https://en.wikipedia.org/wiki/Xcel_Energy,12,5.6410327,1.3232515
499,XYL,Xylem Inc.,https://en.wikipedia.org/wiki/Xylem_Inc.,11,3.2392955,0.6395095
500,YUM,Yum! Brands,https://en.wikipedia.org/wiki/Yum!_Brands,2,3.8238947,3.6746569
501,ZBRA,Zebra Technologies,https://en.wikipedia.org/wiki/Zebra_Technologies,17,0.7496596,1.3868554
502,ZBH,Zimmer Biomet,https://en.wikipedia.org/wiki/Zimmer_Biomet,9,1.5193759,0.35621828
503,ZTS,Zoetis,https://en.wikipedia.org/wiki/Zoetis,9,2.9535723,0.18357812
